Snarl	P_value
['5262342_5262340', ['>5262340>5262342']]	">5262340>5262342   NaN
dtype: float64"
['5262342_5262340', ['>5262340>5262341>5262342']]	">5262340>5262341>5262342   NaN
dtype: float64"
['5262340_5262338', ['>5262338>5262340']]	">5262338>5262340   NaN
dtype: float64"
['5262340_5262338', ['>5262338>5262339>5262340']]	">5262338>5262339>5262340   NaN
dtype: float64"
['5262338_5262336', ['>5262336>5262338']]	">5262336>5262338   NaN
dtype: float64"
['5262338_5262336', ['>5262336>5262337>5262338']]	">5262336>5262337>5262338   NaN
dtype: float64"
['5262336_5262334', ['>5262334>5262336']]	">5262334>5262336   NaN
dtype: float64"
['5262336_5262334', ['>5262334>5262335>5262336']]	">5262334>5262335>5262336   NaN
dtype: float64"
['5262334_5262332', ['>5262332>5262334']]	">5262332>5262334   NaN
dtype: float64"
['5262334_5262332', ['>5262332>5262333>5262334']]	">5262332>5262333>5262334   NaN
dtype: float64"
['5262332_5262330', ['>5262330>5262332']]	">5262330>5262332   NaN
dtype: float64"
['5262332_5262330', ['>5262330>5262331>5262332']]	">5262330>5262331>5262332   NaN
dtype: float64"
['5262330_5262327', ['>5262327>5262328>5262330']]	">5262327>5262328>5262330   NaN
dtype: float64"
['5262330_5262327', ['>5262327>5262329>5262330']]	">5262327>5262329>5262330   NaN
dtype: float64"
['5262327_5262325', ['>5262325>5262327']]	">5262325>5262327   NaN
dtype: float64"
['5262327_5262325', ['>5262325>5262326>5262327']]	">5262325>5262326>5262327   NaN
dtype: float64"
['5262325_5262323', ['>5262323>5262325']]	">5262323>5262325   NaN
dtype: float64"
['5262325_5262323', ['>5262323>5262324>5262325']]	">5262323>5262324>5262325   NaN
dtype: float64"
['5262323_5262321', ['>5262321>5262323']]	">5262321>5262323   NaN
dtype: float64"
['5262323_5262321', ['>5262321>5262322>5262323']]	">5262321>5262322>5262323   NaN
dtype: float64"
['5262321_5262318', ['>5262318>5262319>5262321']]	">5262318>5262319>5262321   NaN
dtype: float64"
['5262321_5262318', ['>5262318>5262320>5262321']]	">5262318>5262320>5262321   NaN
dtype: float64"
['5262318_5262316', ['>5262316>5262318']]	">5262316>5262318   NaN
dtype: float64"
['5262318_5262316', ['>5262316>5262317>5262318']]	">5262316>5262317>5262318   NaN
dtype: float64"
['5262316_5262289', ['>5262289>5262316']]	">5262289>5262316   NaN
dtype: float64"
['5262316_5262289', ['>5262289>5262290>*>5262315>5262316']]	">5262289>5262290>*>5262315>5262316   NaN
dtype: float64"
['5262315_5262312', ['>5262312>5262313>5262315']]	">5262312>5262313>5262315   NaN
dtype: float64"
['5262315_5262312', ['>5262312>5262314>5262315']]	">5262312>5262314>5262315   NaN
dtype: float64"
['5262312_5262309', ['>5262309>5262310>5262312']]	">5262309>5262310>5262312   NaN
dtype: float64"
['5262312_5262309', ['>5262309>5262311>5262312']]	">5262309>5262311>5262312   NaN
dtype: float64"
['5262309_5262307', ['>5262307>5262309']]	">5262307>5262309   NaN
dtype: float64"
['5262309_5262307', ['>5262307>5262308>5262309']]	">5262307>5262308>5262309   NaN
dtype: float64"
['5262307_5262304', ['>5262304>5262305>5262307']]	">5262304>5262305>5262307   NaN
dtype: float64"
['5262307_5262304', ['>5262304>5262306>5262307']]	">5262304>5262306>5262307   NaN
dtype: float64"
['5262304_5262301', ['>5262301>5262302>5262304']]	">5262301>5262302>5262304   NaN
dtype: float64"
['5262304_5262301', ['>5262301>5262303>5262304']]	">5262301>5262303>5262304   NaN
dtype: float64"
['5262301_5262298', ['>5262298>5262299>5262301']]	">5262298>5262299>5262301   NaN
dtype: float64"
['5262301_5262298', ['>5262298>5262300>5262301']]	">5262298>5262300>5262301   NaN
dtype: float64"
['5262298_5262296', ['>5262296>5262298']]	">5262296>5262298   NaN
dtype: float64"
['5262298_5262296', ['>5262296>5262297>5262298']]	">5262296>5262297>5262298   NaN
dtype: float64"
['5262296_5262293', ['>5262293>5262294>5262296']]	">5262293>5262294>5262296   NaN
dtype: float64"
['5262296_5262293', ['>5262293>5262295>5262296']]	">5262293>5262295>5262296   NaN
dtype: float64"
['5262293_5262290', ['>5262290>5262291>5262293']]	">5262290>5262291>5262293   NaN
dtype: float64"
['5262293_5262290', ['>5262290>5262292>5262293']]	">5262290>5262292>5262293   NaN
dtype: float64"
['5262289_5262287', ['>5262287>5262289']]	">5262287>5262289   NaN
dtype: float64"
['5262289_5262287', ['>5262287>5262288>5262289']]	">5262287>5262288>5262289   NaN
dtype: float64"
['5262287_5262285', ['>5262285>5262287']]	">5262285>5262287   NaN
dtype: float64"
['5262287_5262285', ['>5262285>5262286>5262287']]	">5262285>5262286>5262287   NaN
dtype: float64"
['5262285_5262283', ['>5262283>5262285']]	">5262283>5262285   NaN
dtype: float64"
['5262285_5262283', ['>5262283>5262284>5262285']]	">5262283>5262284>5262285   NaN
dtype: float64"
['5262283_5262281', ['>5262281>5262283']]	">5262281>5262283   NaN
dtype: float64"
['5262283_5262281', ['>5262281>5262282>5262283']]	">5262281>5262282>5262283   NaN
dtype: float64"
['5262281_5262278', ['>5262278>5262279>5262281']]	">5262278>5262279>5262281   NaN
dtype: float64"
['5262281_5262278', ['>5262278>5262280>5262281']]	">5262278>5262280>5262281   NaN
dtype: float64"
['5262278_5262276', ['>5262276>5262278']]	">5262276>5262278   NaN
dtype: float64"
['5262278_5262276', ['>5262276>5262277>5262278']]	">5262276>5262277>5262278   NaN
dtype: float64"
['5262276_5262273', ['>5262273>5262274>5262276']]	">5262273>5262274>5262276   NaN
dtype: float64"
['5262276_5262273', ['>5262273>5262275>5262276']]	">5262273>5262275>5262276   NaN
dtype: float64"
['5262273_5262270', ['>5262270>5262271>5262273']]	">5262270>5262271>5262273   NaN
dtype: float64"
['5262273_5262270', ['>5262270>5262272>5262273']]	">5262270>5262272>5262273   NaN
dtype: float64"
['5262270_5262267', ['>5262267>5262268>5262270']]	">5262267>5262268>5262270   NaN
dtype: float64"
['5262270_5262267', ['>5262267>5262269>5262270']]	">5262267>5262269>5262270   NaN
dtype: float64"
['5262267_5262264', ['>5262264>5262265>5262267']]	">5262264>5262265>5262267   NaN
dtype: float64"
['5262267_5262264', ['>5262264>5262266>5262267']]	">5262264>5262266>5262267   NaN
dtype: float64"
['5262264_5262261', ['>5262261>5262262>5262264']]	">5262261>5262262>5262264   NaN
dtype: float64"
['5262264_5262261', ['>5262261>5262263>5262264']]	">5262261>5262263>5262264   NaN
dtype: float64"
['5262261_5262258', ['>5262258>5262259>5262261']]	">5262258>5262259>5262261   NaN
dtype: float64"
['5262261_5262258', ['>5262258>5262260>5262261']]	">5262258>5262260>5262261   NaN
dtype: float64"
['5262258_5262255', ['>5262255>5262256>5262258']]	">5262255>5262256>5262258   NaN
dtype: float64"
['5262258_5262255', ['>5262255>5262257>5262258']]	">5262255>5262257>5262258   NaN
dtype: float64"
['5262255_5262253', ['>5262253>5262255']]	">5262253>5262255   NaN
dtype: float64"
['5262255_5262253', ['>5262253>5262254>5262255']]	">5262253>5262254>5262255   NaN
dtype: float64"
['5262253_5262251', ['>5262251>5262253']]	">5262251>5262253   NaN
dtype: float64"
['5262253_5262251', ['>5262251>5262252>5262253']]	">5262251>5262252>5262253   NaN
dtype: float64"
['5262251_5262249', ['>5262249>5262251']]	">5262249>5262251   NaN
dtype: float64"
['5262251_5262249', ['>5262249>5262250>5262251']]	">5262249>5262250>5262251   NaN
dtype: float64"
['5262249_5262247', ['>5262247>5262249']]	">5262247>5262249   NaN
dtype: float64"
['5262249_5262247', ['>5262247>5262248>5262249']]	">5262247>5262248>5262249   NaN
dtype: float64"
['5262247_5262245', ['>5262245>5262247']]	">5262245>5262247   NaN
dtype: float64"
['5262247_5262245', ['>5262245>5262246>5262247']]	">5262245>5262246>5262247   NaN
dtype: float64"
['5262245_5262242', ['>5262242>5262243>5262245']]	">5262242>5262243>5262245   NaN
dtype: float64"
['5262245_5262242', ['>5262242>5262244>5262245']]	">5262242>5262244>5262245   NaN
dtype: float64"
['5262242_5262239', ['>5262239>5262240>5262242']]	">5262239>5262240>5262242   NaN
dtype: float64"
['5262242_5262239', ['>5262239>5262241>5262242']]	">5262239>5262241>5262242   NaN
dtype: float64"
['5262239_5262236', ['>5262236>5262237>5262239']]	">5262236>5262237>5262239   NaN
dtype: float64"
['5262239_5262236', ['>5262236>5262238>5262239']]	">5262236>5262238>5262239   NaN
dtype: float64"
['5262236_5262233', ['>5262233>5262234>5262236']]	">5262233>5262234>5262236   NaN
dtype: float64"
['5262236_5262233', ['>5262233>5262235>5262236']]	">5262233>5262235>5262236   NaN
dtype: float64"
['5262233_5262231', ['>5262231>5262233']]	">5262231>5262233   NaN
dtype: float64"
['5262233_5262231', ['>5262231>5262232>5262233']]	">5262231>5262232>5262233   NaN
dtype: float64"
['5262231_5262228', ['>5262228>5262229>5262231']]	">5262228>5262229>5262231   NaN
dtype: float64"
['5262231_5262228', ['>5262228>5262230>5262231']]	">5262228>5262230>5262231   NaN
dtype: float64"
['5262228_5262225', ['>5262225>5262226>5262228']]	">5262225>5262226>5262228   NaN
dtype: float64"
['5262228_5262225', ['>5262225>5262227>5262228']]	">5262225>5262227>5262228   NaN
dtype: float64"
['5262225_5262222', ['>5262222>5262223>5262225']]	">5262222>5262223>5262225   NaN
dtype: float64"
['5262225_5262222', ['>5262222>5262224>5262225']]	">5262222>5262224>5262225   NaN
dtype: float64"
['5262222_5262220', ['>5262220>5262222']]	">5262220>5262222   NaN
dtype: float64"
['5262222_5262220', ['>5262220>5262221>5262222']]	">5262220>5262221>5262222   NaN
dtype: float64"
['5262220_5262215', ['>5262215>5262216>5262217>5262220']]	">5262215>5262216>5262217>5262220   NaN
dtype: float64"
['5262220_5262215', ['>5262215>5262216>5262219>5262220']]	">5262215>5262216>5262219>5262220   NaN
dtype: float64"
['5262220_5262215', ['>5262215>5262218>5262219>5262220']]	">5262215>5262218>5262219>5262220   NaN
dtype: float64"
['5262215_5262211', ['>5262211>5262215']]	">5262211>5262215   NaN
dtype: float64"
['5262215_5262211', ['>5262211>5262212>5262213>5262215']]	">5262211>5262212>5262213>5262215   NaN
dtype: float64"
['5262215_5262211', ['>5262211>5262212>5262214>5262215']]	">5262211>5262212>5262214>5262215   NaN
dtype: float64"
['5262211_5262208', ['>5262208>5262209>5262211']]	">5262208>5262209>5262211   NaN
dtype: float64"
['5262211_5262208', ['>5262208>5262210>5262211']]	">5262208>5262210>5262211   NaN
dtype: float64"
['5262208_5262205', ['>5262205>5262206>5262208']]	">5262205>5262206>5262208   NaN
dtype: float64"
['5262208_5262205', ['>5262205>5262207>5262208']]	">5262205>5262207>5262208   NaN
dtype: float64"
['5262205_5262202', ['>5262202>5262203>5262205']]	">5262202>5262203>5262205   NaN
dtype: float64"
['5262205_5262202', ['>5262202>5262204>5262205']]	">5262202>5262204>5262205   NaN
dtype: float64"
['5262202_5262198', ['>5262198>5262200>5262202']]	">5262198>5262200>5262202   NaN
dtype: float64"
['5262202_5262198', ['>5262198>5262199>5262200>5262202']]	">5262198>5262199>5262200>5262202   NaN
dtype: float64"
['5262202_5262198', ['>5262198>5262199>5262201>5262202']]	">5262198>5262199>5262201>5262202   NaN
dtype: float64"
['5262198_5262195', ['>5262195>5262196>5262198']]	">5262195>5262196>5262198   NaN
dtype: float64"
['5262198_5262195', ['>5262195>5262197>5262198']]	">5262195>5262197>5262198   NaN
dtype: float64"
['5262195_5262191', ['>5262191>5262195']]	">5262191>5262195   NaN
dtype: float64"
['5262195_5262191', ['>5262191>5262192>5262193>5262195']]	">5262191>5262192>5262193>5262195   NaN
dtype: float64"
['5262195_5262191', ['>5262191>5262192>5262194>5262195']]	">5262191>5262192>5262194>5262195   NaN
dtype: float64"
['5262191_5262188', ['>5262188>5262189>5262191']]	">5262188>5262189>5262191   NaN
dtype: float64"
['5262191_5262188', ['>5262188>5262190>5262191']]	">5262188>5262190>5262191   NaN
dtype: float64"
['5262188_5262183', ['>5262183>5262184>5262186>5262188']]	">5262183>5262184>5262186>5262188   NaN
dtype: float64"
['5262188_5262183', ['>5262183>5262185>5262186>5262188']]	">5262183>5262185>5262186>5262188   NaN
dtype: float64"
['5262188_5262183', ['>5262183>5262185>5262187>5262188']]	">5262183>5262185>5262187>5262188   NaN
dtype: float64"
['5262183_5262180', ['>5262180>5262181>5262183']]	">5262180>5262181>5262183   NaN
dtype: float64"
['5262183_5262180', ['>5262180>5262182>5262183']]	">5262180>5262182>5262183   NaN
dtype: float64"
['5262180_5262177', ['>5262177>5262178>5262180']]	">5262177>5262178>5262180   NaN
dtype: float64"
['5262180_5262177', ['>5262177>5262179>5262180']]	">5262177>5262179>5262180   NaN
dtype: float64"
['5262177_5262175', ['>5262175>5262177']]	">5262175>5262177   NaN
dtype: float64"
['5262177_5262175', ['>5262175>5262176>5262177']]	">5262175>5262176>5262177   NaN
dtype: float64"
['5262175_5262173', ['>5262173>5262175']]	">5262173>5262175   NaN
dtype: float64"
['5262175_5262173', ['>5262173>5262174>5262175']]	">5262173>5262174>5262175   NaN
dtype: float64"
['5262173_5262170', ['>5262170>5262171>5262173']]	">5262170>5262171>5262173   NaN
dtype: float64"
['5262173_5262170', ['>5262170>5262172>5262173']]	">5262170>5262172>5262173   NaN
dtype: float64"
['5262170_5262167', ['>5262167>5262168>5262170']]	">5262167>5262168>5262170   NaN
dtype: float64"
['5262170_5262167', ['>5262167>5262169>5262170']]	">5262167>5262169>5262170   NaN
dtype: float64"
['5262167_5262164', ['>5262164>5262165>5262167']]	">5262164>5262165>5262167   NaN
dtype: float64"
['5262167_5262164', ['>5262164>5262166>5262167']]	">5262164>5262166>5262167   NaN
dtype: float64"
['5262164_5262162', ['>5262162>5262164']]	">5262162>5262164   NaN
dtype: float64"
['5262164_5262162', ['>5262162>5262163>5262164']]	">5262162>5262163>5262164   NaN
dtype: float64"
['5262162_5262160', ['>5262160>5262162']]	">5262160>5262162   NaN
dtype: float64"
['5262162_5262160', ['>5262160>5262161>5262162']]	">5262160>5262161>5262162   NaN
dtype: float64"
['5262160_5262157', ['>5262157>5262158>5262160']]	">5262157>5262158>5262160   NaN
dtype: float64"
['5262160_5262157', ['>5262157>5262159>5262160']]	">5262157>5262159>5262160   NaN
dtype: float64"
['5262157_5262155', ['>5262155>5262157']]	">5262155>5262157   NaN
dtype: float64"
['5262157_5262155', ['>5262155>5262156>5262157']]	">5262155>5262156>5262157   NaN
dtype: float64"
['5262155_5262153', ['>5262153>5262155']]	">5262153>5262155   NaN
dtype: float64"
['5262155_5262153', ['>5262153>5262154>5262155']]	">5262153>5262154>5262155   NaN
dtype: float64"
['5262153_5262151', ['>5262151>5262153']]	">5262151>5262153   NaN
dtype: float64"
['5262153_5262151', ['>5262151>5262152>5262153']]	">5262151>5262152>5262153   NaN
dtype: float64"
['5262151_5262149', ['>5262149>5262151']]	">5262149>5262151   NaN
dtype: float64"
['5262151_5262149', ['>5262149>5262150>5262151']]	">5262149>5262150>5262151   NaN
dtype: float64"
['5262149_5262147', ['>5262147>5262149']]	">5262147>5262149   NaN
dtype: float64"
['5262149_5262147', ['>5262147>5262148>5262149']]	">5262147>5262148>5262149   NaN
dtype: float64"
['5262147_5262144', ['>5262144>5262145>5262147']]	">5262144>5262145>5262147   NaN
dtype: float64"
['5262147_5262144', ['>5262144>5262146>5262147']]	">5262144>5262146>5262147   NaN
dtype: float64"
['5262144_5262142', ['>5262142>5262144']]	">5262142>5262144   NaN
dtype: float64"
['5262144_5262142', ['>5262142>5262143>5262144']]	">5262142>5262143>5262144   NaN
dtype: float64"
['5262142_5262139', ['>5262139>5262140>5262142']]	">5262139>5262140>5262142   NaN
dtype: float64"
['5262142_5262139', ['>5262139>5262141>5262142']]	">5262139>5262141>5262142   NaN
dtype: float64"
['5262139_5262137', ['>5262137>5262139']]	">5262137>5262139   NaN
dtype: float64"
['5262139_5262137', ['>5262137>5262138>5262139']]	">5262137>5262138>5262139   NaN
dtype: float64"
['5262137_5262134', ['>5262134>5262135>5262137']]	">5262134>5262135>5262137   NaN
dtype: float64"
['5262137_5262134', ['>5262134>5262136>5262137']]	">5262134>5262136>5262137   NaN
dtype: float64"
['5262134_5262132', ['>5262132>5262134']]	">5262132>5262134   NaN
dtype: float64"
['5262134_5262132', ['>5262132>5262133>5262134']]	">5262132>5262133>5262134   NaN
dtype: float64"
['5262132_5262130', ['>5262130>5262132']]	">5262130>5262132   NaN
dtype: float64"
['5262132_5262130', ['>5262130>5262131>5262132']]	">5262130>5262131>5262132   NaN
dtype: float64"
['5262130_5262128', ['>5262128>5262130']]	">5262128>5262130   NaN
dtype: float64"
['5262130_5262128', ['>5262128>5262129>5262130']]	">5262128>5262129>5262130   NaN
dtype: float64"
['5262128_5262125', ['>5262125>5262126>5262128']]	">5262125>5262126>5262128   NaN
dtype: float64"
['5262128_5262125', ['>5262125>5262127>5262128']]	">5262125>5262127>5262128   NaN
dtype: float64"
['5262125_5262123', ['>5262123>5262125']]	">5262123>5262125   NaN
dtype: float64"
['5262125_5262123', ['>5262123>5262124>5262125']]	">5262123>5262124>5262125   NaN
dtype: float64"
['5262123_5262121', ['>5262121>5262123']]	">5262121>5262123   NaN
dtype: float64"
['5262123_5262121', ['>5262121>5262122>5262123']]	">5262121>5262122>5262123   NaN
dtype: float64"
['5262121_5262118', ['>5262118>5262119>5262121']]	">5262118>5262119>5262121   NaN
dtype: float64"
['5262121_5262118', ['>5262118>5262120>5262121']]	">5262118>5262120>5262121   NaN
dtype: float64"
['5262118_5262116', ['>5262116>5262118']]	">5262116>5262118   NaN
dtype: float64"
['5262118_5262116', ['>5262116>5262117>5262118']]	">5262116>5262117>5262118   NaN
dtype: float64"
['5262116_5262114', ['>5262114>5262116']]	">5262114>5262116   NaN
dtype: float64"
['5262116_5262114', ['>5262114>5262115>5262116']]	">5262114>5262115>5262116   NaN
dtype: float64"
['5262114_5262112', ['>5262112>5262114']]	">5262112>5262114   NaN
dtype: float64"
['5262114_5262112', ['>5262112>5262113>5262114']]	">5262112>5262113>5262114   NaN
dtype: float64"
['5262112_5262109', ['>5262109>5262110>5262112']]	">5262109>5262110>5262112   NaN
dtype: float64"
['5262112_5262109', ['>5262109>5262111>5262112']]	">5262109>5262111>5262112   NaN
dtype: float64"
['5262109_5262106', ['>5262106>5262107>5262109']]	">5262106>5262107>5262109   NaN
dtype: float64"
['5262109_5262106', ['>5262106>5262108>5262109']]	">5262106>5262108>5262109   NaN
dtype: float64"
['5262106_5262104', ['>5262104>5262106']]	">5262104>5262106   NaN
dtype: float64"
['5262106_5262104', ['>5262104>5262105>5262106']]	">5262104>5262105>5262106   NaN
dtype: float64"
['5262104_5262102', ['>5262102>5262104']]	">5262102>5262104   NaN
dtype: float64"
['5262104_5262102', ['>5262102>5262103>5262104']]	">5262102>5262103>5262104   NaN
dtype: float64"
['5262102_5262100', ['>5262100>5262102']]	">5262100>5262102   NaN
dtype: float64"
